reactants	product	scaffold	split
CCc1cccc(-c2c(Cl)cccc2[C@](O)(CCCN)[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)c1.O=C(O)CO	CCc1cccc(-c2c(Cl)cccc2[C@](O)(CCCNC(=O)CO)[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)c1	c1ccc(-c2ccccc2C[C@@H]2CCCNC2)cc1	dev
CC1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O.CCO	CCOC(=O)CCCOc1cc2c(c(Cl)c1Cl)C(=O)C(C)(C1CCCC1)C2	O=C1c2ccccc2CC1C1CCCC1	dev
CCCCC(=O)O.CCCCCCCCCCc1nnc(-c2ccc(O)c(F)c2)s1	CCCCCCCCCCc1nnc(-c2ccc(OC(=O)CCCC)c(F)c2)s1	c1ccc(-c2nncs2)cc1	dev
CO.O=C(O)c1cnc(O)c(Br)c1	COC(=O)c1cnc(O)c(Br)c1	c1ccncc1	dev
CN1C(=O)CC[C@]2(C)c3ccc(C(=O)O)cc3CC[C@@H]12.Oc1ccccc1	CN1C(=O)CC[C@]2(C)c3ccc(C(=O)Oc4ccccc4)cc3CC[C@@H]12	O=C1CCC2c3ccc(C(=O)Oc4ccccc4)cc3CC[C@H]2N1	validation
CCC(=O)Oc1cc(C)cc(C)c1C(C)(C)CC(=O)O.O=C(NCc1cc(Cl)ccc1-n1cnnn1)[C@@H]1CC=NN1C(=O)[C@H](O)c1ccc(F)cc1	CCC(=O)Oc1cc(C)cc(C)c1C(C)(C)CC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1	O=C(CCc1ccccc1)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1ccccc1-n1cnnn1)c1ccccc1	validation
CCO.COc1cccc2cc(C=CC(=O)O)ccc12	CCOC(=O)C=Cc1ccc2c(OC)cccc2c1	c1ccc2ccccc2c1	validation
Cc1c(Br)cc(C(C)(C)C)c(O)c1C(=O)O.Oc1ccccc1	Cc1c(Br)cc(C(C)(C)C)c(O)c1C(=O)Oc1ccccc1	O=C(Oc1ccccc1)c1ccccc1	holdout
CC(C)(C)OC(=O)NCCCCCC(=O)O.Oc1c(F)c(F)c(F)c(F)c1F	CC(C)(C)OC(=O)NCCCCCC(=O)Oc1c(F)c(F)c(F)c(F)c1F	c1ccccc1	validation
CCO.O=C(O)CCc1cc2ccccc2c(-c2ccccc2)n1	CCOC(=O)CCc1cc2ccccc2c(-c2ccccc2)n1	c1ccc(-c2nccc3ccccc23)cc1	holdout
O=C(O)CCN1CCN(c2cccc(Cl)c2Cl)CC1.O=C1CCc2ccc(CO)cc2N1	O=C1CCc2ccc(COC(=O)CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1	O=C1CCc2ccc(COC(=O)CCN3CCN(c4ccccc4)CC3)cc2N1	dev
CS(=O)(=O)c1ccc(Cn2c(C(=O)O)c(-c3ccccc3)c3cc(Br)ccc3c2=O)cc1.OCc1ccccn1	CS(=O)(=O)c1ccc(Cn2c(C(=O)OCc3ccccn3)c(-c3ccccc3)c3cc(Br)ccc3c2=O)cc1	O=C(OCc1ccccn1)c1c(-c2ccccc2)c2ccccc2c(=O)n1Cc1ccccc1	validation
CCO.Nc1ccc(C(=O)O)cc1[N+](=O)[O-]	CCOC(=O)c1ccc(N)c([N+](=O)[O-])c1	c1ccccc1	validation
CC(C)(C)OC(=O)N1CCC(CCC(=O)N2CCC[C@@H](C(=O)O)C2)CC1.COC(=O)CC(N)c1ccc(O)cc1	COC(=O)CC(NC(=O)[C@@H]1CCCN(C(=O)CCC2CCN(C(=O)OC(C)(C)C)CC2)C1)c1ccc(O)cc1	O=C(NCc1ccccc1)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1	dev
CCCCCCCCCCCCCCCC(=O)O.Cc1nn(CC(F)(F)CO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2	CCCCCCCCCCCCCCCC(=O)OCC(F)(F)Cn1nc(C)c(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1	O=C1COc2ccc(-c3cn[nH]c3-c3ccccc3)cc2N1	validation
N=C(N)N1CCC(CCC(=O)O)CC1.Oc1ccc(-c2ccccc2)cc1	N=C(N)N1CCC(CCC(=O)Oc2ccc(-c3ccccc3)cc2)CC1	O=C(CCC1CCNCC1)Oc1ccc(-c2ccccc2)cc1	dev
O=C(O)c1ncn2c1CN(C(=O)N1CCCC1)c1ccccc1-2.Oc1ccccc1	O=C(Oc1ccccc1)c1ncn2c1CN(C(=O)N1CCCC1)c1ccccc1-2	O=C(Oc1ccccc1)c1ncn2c1CN(C(=O)N1CCCC1)c1ccccc1-2	dev
CC(C)CO.CC1(C)CCC(C)(C)c2cc(C(=O)COc3ccc(C(=O)O)c(O)c3)ccc21	CC(C)COC(=O)c1ccc(OCC(=O)c2ccc3c(c2)C(C)(C)CCC3(C)C)cc1O	O=C(COc1ccccc1)c1ccc2c(c1)CCCC2	dev
CCOC(=O)C(CO)(C(=O)OCC)c1ccccc1.Cc1cc(CC(=O)O)ccc1[N+](=O)[O-]	CCOC(=O)C(COC(=O)Cc1ccc([N+](=O)[O-])c(C)c1)(C(=O)OCC)c1ccccc1	O=C(Cc1ccccc1)OCCc1ccccc1	validation
CC1(C)C(C=C(Cl)Cl)C1C(=O)O.OCc1ccccc1OC(F)F	CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1ccccc1OC(F)F	O=C(OCc1ccccc1)C1CC1	validation
COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1.OC/C=C/c1cccc(Cc2ncc[nH]2)n1	COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2cccc(Cc3ncc[nH]3)n2)C1c1cccc([N+](=O)[O-])c1	O=C(OC/C=C/c1cccc(Cc2ncc[nH]2)n1)C1=CNC=CC1c1ccccc1	holdout
O=C(O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1.O=Cc1ccc(O)cc1	O=Cc1ccc(OC(=O)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1	O=C(Oc1ccccc1)c1ccc(N=Nc2ccccc2)cc1	dev
CCCCCCCCC#CCC#CCC#CCS(=O)(=O)CC(=O)O.CO	CCCCCCCCC#CCC#CCC#CCS(=O)(=O)CC(=O)OC	CCCCCCCCC#CCC#CCC#CCS(=O)(=O)CC(=O)OC	holdout
CC(C)(C)[C@H](NC(=O)CC1CCCCC1)C(=O)N1C[C@@]2(C[C@H]1C(=O)O)CN(c1ccccc1)C(=O)O2.CCC[C@H](N)C(O)C(=O)NC1CC1	CCC[C@H](NC(=O)[C@@H]1C[C@@]2(CN(c3ccccc3)C(=O)O2)CN1C(=O)[C@@H](NC(=O)CC1CCCCC1)C(C)(C)C)C(O)C(=O)NC1CC1	O=C(CC1CCCCC1)NCC(=O)N1C[C@@]2(C[C@H]1C(=O)NCCC(=O)NC1CC1)CN(c1ccccc1)C(=O)O2	dev
CO.O=C(O)c1ccc(Br)c(C(F)(F)F)c1	COC(=O)c1ccc(Br)c(C(F)(F)F)c1	c1ccccc1	validation
CCO.COc1c(F)cccc1C1(CC(=O)C(=O)O)CC1	CCOC(=O)C(=O)CC1(c2cccc(F)c2OC)CC1	c1ccc(C2CC2)cc1	validation
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21.O=C(O)CCCN1CCOCC1	CCCCCc1cc(OC(=O)CCCN2CCOCC2)c2c(c1)OC(C)(C)C1CCC(C)=CC21	O=C(CCCN1CCOCC1)Oc1cccc2c1C1C=CCCC1CO2	validation
CO.COc1ccc(C(=O)O)c2ccoc12	COC(=O)c1ccc(OC)c2occc12	c1ccc2occc2c1	dev
CCNC(=O)CCCC(=O)O.COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1	CCNC(=O)CCCC(=O)O[C@@]1(C#Cc2cccc(C)c2)CCC[C@@H]2[C@H]1CCN2C(=O)OC	C(#CC1CCC[C@H]2NCC[C@@H]12)c1ccccc1	dev
C#CCOCc1ccc(CO)cc1.O=C(O)C1CC1	C#CCOCc1ccc(COC(=O)C2CC2)cc1	O=C(OCc1ccccc1)C1CC1	validation
CC(F)C(=O)O.CCCCCCCCCCc1cnc(-c2ccc(O)cc2)nc1	CCCCCCCCCCc1cnc(-c2ccc(OC(=O)C(C)F)cc2)nc1	c1ccc(-c2ncccn2)cc1	dev
COC(=O)N1C[C@H](CN2CCCC2)NC[C@H]1CO.O=C(O)Cc1ccc(Cl)c(Cl)c1	COC(=O)N1C[C@H](CN2CCCC2)N(C(=O)Cc2ccc(Cl)c(Cl)c2)C[C@H]1CO	O=C(Cc1ccccc1)N1CCNC[C@@H]1CN1CCCC1	validation
CC[C@H](C)[C@H](NC(=O)OC)C(=O)O.COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(N)Cc1ccc(-c2nnn(C(C)(C)c3ccccc3)n2)cc1)C(C)(C)C	CC[C@H](C)[C@H](NC(=O)OC)C(=O)NN(Cc1ccc(-c2nnn(C(C)(C)c3ccccc3)n2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C	c1ccc(CCCCNCc2ccc(-c3nnn(Cc4ccccc4)n3)cc2)cc1	holdout
CCCCC(CC)CO.O=C(O)c1cccnc1	CCCCC(CC)COC(=O)c1cccnc1	c1ccncc1	dev
CCCCCCO.Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(O)C(=O)O)[C@@H](O)[C@H]1O	CCCCCCOC(=O)C(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	c1ncc2ncn([C@H]3CCCO3)c2n1	dev
C=C(C)C(=O)NC1=CC(C(=O)O)C(O)(C(C)=O)C=C1.Oc1ccccc1	C=C(C)C(=O)NC1=CC(C(=O)Oc2ccccc2)C(O)(C(C)=O)C=C1	O=C(Oc1ccccc1)C1C=CC=CC1	validation
C#CCc1c(F)c(F)c(CO)c(F)c1F.CC(C#N)=C[C@@H]1[C@@H](C(=O)O)C1(C)C	C#CCc1c(F)c(F)c(COC(=O)[C@@H]2[C@@H](C=C(C)C#N)C2(C)C)c(F)c1F	O=C(OCc1ccccc1)C1CC1	validation
CCCCCCCCCCCCO.N=C(N)NCCC[C@H](N)C(=O)O	CCCCCCCCCCCCOC(=O)[C@@H](N)CCCNC(=N)N	CCCCCCCCCCCCOC(=O)[C@@H](N)CCCNC(=N)N	validation
CO.Cc1ccc(-c2oncc2CCC(=O)O)cc1	COC(=O)CCc1cnoc1-c1ccc(C)cc1	c1ccc(-c2ccno2)cc1	dev
CC(C)(C)OC(=O)NN(Cc1ccc(-c2nnn(C(C)(C)c3ccccc3)n2)cc1)C[C@H](O)[C@@H](N)Cc1ccccc1.CC[C@H](C)[C@H](NC(=O)OC)C(=O)O	CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2nnn(C(C)(C)c3ccccc3)n2)cc1)NC(=O)OC(C)(C)C	c1ccc(CCCCNCc2ccc(-c3nnn(Cc4ccccc4)n3)cc2)cc1	holdout
C[C@@H](NC(=O)[C@@H](N)CCCNC(=O)OCc1ccccc1)c1ccc(O)cc1.O=C(O)C(c1ccccc1)c1ccccc1	C[C@@H](NC(=O)[C@H](CCCNC(=O)OCc1ccccc1)NC(=O)C(c1ccccc1)c1ccccc1)c1ccc(O)cc1	O=C(NCCC[C@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccccc1)OCc1ccccc1	validation
CO.O=C(O)Cc1cccs1	COC(=O)Cc1cccs1	c1ccsc1	holdout
Cc1cc2c3n1C(c1ccccc1)=CN(n1c(C)nc4cc(C(=O)O)ccc4c1=O)C(=O)C3=CCC2.OCCN1CCOCC1	Cc1cc2c3n1C(c1ccccc1)=CN(n1c(C)nc4cc(C(=O)OCCN5CCOCC5)ccc4c1=O)C(=O)C3=CCC2	O=C(OCCN1CCOCC1)c1ccc2c(=O)n(N3C=C(c4ccccc4)n4ccc5c4C(=CCC5)C3=O)cnc2c1	dev
CN1CCC(O)CC1.O=C(O)Cc1cnn(-c2ccccc2)c1-c1ccc(Cl)cc1	CN1CCC(OC(=O)Cc2cnn(-c3ccccc3)c2-c2ccc(Cl)cc2)CC1	O=C(Cc1cnn(-c2ccccc2)c1-c1ccccc1)OC1CCNCC1	holdout
CCOC(=O)[C@@H]1CC(O)CN1.CCOC(=O)[C@H](CCc1ccccc1)N(C(=O)OCC(Cl)(Cl)Cl)[C@@H](C)C(=O)O	CCOC(=O)[C@@H]1CC(O)CN1C(=O)[C@H](C)N(C(=O)OCC(Cl)(Cl)Cl)[C@@H](CCc1ccccc1)C(=O)OCC	O=C(CNCCCc1ccccc1)N1CCCC1	holdout
CC(C)O.O=C(O)c1ccccc1S	CC(C)OC(=O)c1ccccc1S	c1ccccc1	validation
CO.Cc1c(N)cncc1C(=O)O	COC(=O)c1cncc(N)c1C	c1ccncc1	dev
CS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)O.O=[N+]([O-])OC1COc2c(O)cccc2C1	CS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)Oc1cccc2c1OC[C@H](O[N+](=O)[O-])C2	O=C(CCc1ccccc1)Oc1cccc2c1OCCC2	dev
COc1cc(F)ccc1-c1ccc2c(c1CO)C(C)=CC(C)(C)N2.Nc1cccc(C(=O)O)c1	COc1cc(F)ccc1-c1ccc2c(c1COC(=O)c1cccc(N)c1)C(C)=CC(C)(C)N2	O=C(OCc1c(-c2ccccc2)ccc2c1C=CCN2)c1ccccc1	holdout
CCC(C)COC(=O)Oc1ccc(O)cc1.CCCCCCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1	CCCCCCCCc1ccc(-c2ccc(C(=O)Oc3ccc(OC(=O)OCC(C)CC)cc3)cc2)cc1	O=C(Oc1ccccc1)c1ccc(-c2ccccc2)cc1	dev
CCCCC[C@H]1CC[C@H](C(=O)O)CC1.CCCCCc1ccc(-c2ccc(O)c(F)c2F)cc1	CCCCCc1ccc(-c2ccc(OC(=O)[C@H]3CC[C@H](CCCCC)CC3)c(F)c2F)cc1	O=C(Oc1ccc(-c2ccccc2)cc1)C1CCCCC1	dev
CC(C)O.O=C(O)c1ccc(I)cc1	CC(C)OC(=O)c1ccc(I)cc1	c1ccccc1	validation
Cc1ccc(OCC(O)CNC(C)(C)C)c2[nH]c(=O)[nH]c12.O=C(O)c1ccccc1	Cc1ccc(OCC(CNC(C)(C)C)OC(=O)c2ccccc2)c2[nH]c(=O)[nH]c12	O=C(OCCOc1cccc2[nH]c(=O)[nH]c12)c1ccccc1	dev
O=C(O)CCS.OCCCc1ccccc1	O=C(CCS)OCCCc1ccccc1	c1ccccc1	validation
CO.O=C(O)[C@H]1CC[C@@H](O)CC1	COC(=O)[C@H]1CC[C@@H](O)CC1	C1CCCCC1	validation
COC(=O)[C@@H](N)Cc1ccc(O)cc1.O=C(O)c1cc2ccccc2cn1	COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc2ccccc2cn1	O=C(NCCc1ccccc1)c1cc2ccccc2cn1	holdout
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C(NCc1ccc(Cl)cc1)c1cnc2c(F)cc(CCCO)cc2c1O	CC(C)C(NC(=O)OC(C)(C)C)C(=O)OCCCc1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1	O=C(NCc1ccccc1)c1cnc2ccccc2c1	dev
CCO.O=C(O)CCCCc1ccccc1	CCOC(=O)CCCCc1ccccc1	c1ccccc1	validation
CC(=O)O.COc1ccc([C@@H]2Sc3ccc(C)c(C)c3N(CCN(C)C)C(=O)[C@@H]2O)cc1	COc1ccc([C@@H]2Sc3ccc(C)c(C)c3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1	O=C1C[C@H](c2ccccc2)Sc2ccccc2N1	dev
CO.O=C(O)c1cccc(F)c1F	COC(=O)c1cccc(F)c1F	c1ccccc1	validation
CO.O=C(O)[C@H](O)Cc1ccc(O)c(Br)c1	COC(=O)[C@H](O)Cc1ccc(O)c(Br)c1	c1ccccc1	validation
CCn1nccc1O.Cc1c(C(=O)O)ccc2c1C(Cl)C(Cl)CS2(=O)=O	CCn1nccc1OC(=O)c1ccc2c(c1C)C(Cl)C(Cl)CS2(=O)=O	O=C(Oc1ccn[nH]1)c1ccc2c(c1)CCCS2(=O)=O	holdout
O=C(O)COc1ncc(C(=O)Nc2ccc(F)cc2)cn1.OCCC12CC3CC(CC(C3)C1)C2	O=C(COc1ncc(C(=O)Nc2ccc(F)cc2)cn1)OCCC12CC3CC(CC(C3)C1)C2	O=C(COc1ncc(C(=O)Nc2ccccc2)cn1)OCCC12CC3CC(CC(C3)C1)C2	dev
CCCCOc1cc(C(=O)O)ccc1[N+](=O)[O-].CO	CCCCOc1cc(C(=O)OC)ccc1[N+](=O)[O-]	c1ccccc1	validation
CC1(C)CCSc2ccc(C(=O)O)cc21.O=C(OCc1ccccc1)c1ccc(O)cc1	CC1(C)CCSc2ccc(C(=O)Oc3ccc(C(=O)OCc4ccccc4)cc3)cc21	O=C(OCc1ccccc1)c1ccc(OC(=O)c2ccc3c(c2)CCCS3)cc1	validation
C[Si](C)(C)CCO.O=C1CCCC(C(=O)O)C1	C[Si](C)(C)CCOC(=O)C1CCCC(=O)C1	O=C1CCCCC1	dev
CO[C@](C(=O)O)(c1ccccc1)C(F)(F)F.O[C@@H]1CCC[C@H](Oc2ccc(-c3ccccc3)cc2)C1	CO[C@](C(=O)O[C@H]1CCC[C@@H](Oc2ccc(-c3ccccc3)cc2)C1)(c1ccccc1)C(F)(F)F	O=C(Cc1ccccc1)O[C@H]1CCC[C@@H](Oc2ccc(-c3ccccc3)cc2)C1	validation
CCC#CCCO.CCCC(=O)O	CCC#CCCOC(=O)CCC	CCC#CCCOC(=O)CCC	dev
CCC[C@H]1CC[C@H](c2ccc(O)c(F)c2F)CC1.CCOc1ccc(C(=O)O)c(F)c1F	CCC[C@H]1CC[C@H](c2ccc(OC(=O)c3ccc(OCC)c(F)c3F)c(F)c2F)CC1	O=C(Oc1ccc(C2CCCCC2)cc1)c1ccccc1	dev
CCO.Cc1ccc(C(=O)O)cc1I	CCOC(=O)c1ccc(C)c(I)c1	c1ccccc1	validation
CC(C)(C)OC(=O)N1CCC(c2nc(C(=O)O)cs2)CC1.Oc1cccc2ccccc12	CC(C)(C)OC(=O)N1CCC(c2nc(C(=O)Oc3cccc4ccccc34)cs2)CC1	O=C(Oc1cccc2ccccc12)c1csc(C2CCNCC2)n1	dev
CC(=O)SCC1(C(=O)O)CCc2ccccc2C1.NCC(O)C(=O)OCc1ccccc1	CC(=O)SCC1(C(=O)NCC(O)C(=O)OCc2ccccc2)CCc2ccccc2C1	O=C(CCNC(=O)C1CCc2ccccc2C1)OCc1ccccc1	holdout
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O.O=CO	C[C@]12C[C@H](OC=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O	O=C1C=C2CC[C@H]3[C@@H]4CCC(=O)C4CC[C@@H]3C2CC1	dev
O=C(COc1ccc([N+](=O)[O-])cc1)OCCO.O=C(O)COc1ccc([N+](=O)[O-])cc1	O=C(COc1ccc([N+](=O)[O-])cc1)OCCOC(=O)COc1ccc([N+](=O)[O-])cc1	O=C(COc1ccccc1)OCCOC(=O)COc1ccccc1	dev
O=C(O)c1cnc(Cl)cn1.OCCOC1CCCCO1	O=C(OCCOC1CCCCO1)c1cnc(Cl)cn1	O=C(OCCOC1CCCCO1)c1cnccn1	validation
COc1ccc(C(=O)SCC(=O)O)cc1OS(C)(=O)=O.[O-][n+]1cc(Cl)c(C[C@H](O)c2ccc(OC(F)F)c(OCC3CC3)c2)c(Cl)c1	COc1ccc(C(=O)SCC(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OS(C)(=O)=O	O=C(CSC(=O)c1ccccc1)O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1	validation
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O.Nc1nc2c(ncn2[C@H]2C[C@H](F)[C@@H](COC(=O)CCC(=O)OC(CO)CO)O2)c(=O)[nH]1	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)OCC(CO)OC(=O)CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1F	O=C(CCC(=O)OC[C@@H]1CC[C@H](n2cnc3c(=O)[nH]cnc32)O1)OCCOC(=O)CNC(=O)OCc1ccccc1	validation
CCO.O=C(O)c1cccc2c1Cc1c-2[nH]c2ccc(Cl)cc12	CCOC(=O)c1cccc2c1Cc1c-2[nH]c2ccc(Cl)cc12	c1ccc2c(c1)Cc1c-2[nH]c2ccccc12	validation
O=C(O)c1cc(O)cc(O)c1.OCC(Cl)(Cl)Cl	O=C(OCC(Cl)(Cl)Cl)c1cc(O)cc(O)c1	c1ccccc1	validation
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CCC(O)c1cc2n(c(=O)c1C)Cc1cc3ccccc3nc1-2	CCC(OC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c1cc2n(c(=O)c1C)Cc1cc3ccccc3nc1-2	O=c1cccc2n1Cc1cc3ccccc3nc1-2	validation
O=C(O)c1cccc(O)c1.OCCCl	O=C(OCCCl)c1cccc(O)c1	c1ccccc1	validation
COC(=O)C(N)CO.Cc1ccc(C)c(CC(=O)N2CCC(C(=O)O)CC2)c1	COC(=O)C(CO)NC(=O)C1CCN(C(=O)Cc2cc(C)ccc2C)CC1	O=C(Cc1ccccc1)N1CCCCC1	dev
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12.CCCCCCOc1ccc(C(=O)O)cc1	C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)c1ccc(OCCCCCC)cc1)c1ccnc2ccccc12	O=C(O[C@H](c1ccnc2ccccc12)[C@@H]1CC2CCN1CC2)c1ccccc1	dev
CCO.COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12	CCOC(=O)c1cn(C2CC2)c2c(OC)c(NCCNc3ccccn3)c(F)c(N)c2c1=O	O=c1ccn(C2CC2)c2cc(NCCNc3ccccn3)ccc12	validation
NC1CCCN(C(=O)OCc2ccccc2)CC1O.O=C(O)C(CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1	O=C(NC1CCCN(C(=O)OCc2ccccc2)CC1O)C(CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1	O=C(NC1CCCN(C(=O)OCc2ccccc2)CC1)C(CS(=O)(=O)Cc1ccccc1)NC(=O)N1CCOCC1	holdout
CO.COc1ccc(CC(=O)O)c(Oc2ccccc2)c1	COC(=O)Cc1ccc(OC)cc1Oc1ccccc1	c1ccc(Oc2ccccc2)cc1	dev
COC(=O)CCC(=O)O.Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)NC(=O)[C@@H](N)CC(C)C)cc1	COC(=O)CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1	O=C(NCc1ccc(-c2cncs2)cc1)[C@@H]1CCCN1	holdout
CCO.O=C(O)C=Cc1cccc(Br)c1	CCOC(=O)C=Cc1cccc(Br)c1	c1ccccc1	validation
NCC(=O)CCC(=O)O.OCc1ccc(C(F)(F)F)cc1	NCC(=O)CCC(=O)OCc1ccc(C(F)(F)F)cc1	c1ccccc1	validation
CC(C)C[C@H](C(=O)O)[C@H]1OC(C)(C)OC1=O.Oc1c(F)c(F)c(F)c(F)c1F	CC(C)C[C@H](C(=O)Oc1c(F)c(F)c(F)c(F)c1F)[C@H]1OC(C)(C)OC1=O	O=C(C[C@H]1OCOC1=O)Oc1ccccc1	dev
CC(C)[C@@H](N)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1.O=C1NCC2(CC[C@@H](C(=O)O)C2)O1	CC(C)[C@@H](NC(=O)[C@@H]1CCC2(CNC(=O)O2)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1	O=C1NCC2(CC[C@@H](C(=O)NCC(=O)N3CCC(c4ccccc4)CC3)C2)O1	validation
O=C(O)Cn1nnnc1-c1ccsc1.OCCCCCO	O=C(Cn1nnnc1-c1ccsc1)OCCCCCO	c1cc(-c2nnn[nH]2)cs1	validation
CC(C)O.CCCCCCCCCCCC(=O)N(C)CCC(=O)O	CCCCCCCCCCCC(=O)N(C)CCC(=O)OC(C)C	CCCCCCCCCCCC(=O)N(C)CCC(=O)OC(C)C	validation
O=C(O)Cn1nnnc1-c1cccc(C(F)(F)F)c1.OCCO	O=C(Cn1nnnc1-c1cccc(C(F)(F)F)c1)OCCO	c1ccc(-c2nnn[nH]2)cc1	holdout
CCCCO.O=C(O)CC1COc2ccc(NC(=O)c3ccc(C=NN4CCOCC4)cc3)cc2C1	CCCCOC(=O)CC1COc2ccc(NC(=O)c3ccc(C=NN4CCOCC4)cc3)cc2C1	O=C(Nc1ccc2c(c1)CCCO2)c1ccc(C=NN2CCOCC2)cc1	validation
CCO.Cc1cc(Cl)ccc1Cn1nc(C(=O)O)c2ccccc21	CCOC(=O)c1nn(Cc2ccc(Cl)cc2C)c2ccccc12	c1ccc(Cn2ncc3ccccc32)cc1	holdout
CCC(C)C(=O)O.CCCCCCCCCCCOc1cnc(-c2ccc(O)cc2)nc1	CCCCCCCCCCCOc1cnc(-c2ccc(OC(=O)[C@@H](C)CC)cc2)nc1	c1ccc(-c2ncccn2)cc1	dev
CC(C)=CCC/C(C)=C/CO.CNC(=O)O[C@@H]1OC=C(C(=O)O)[C@H]2C[C@@H]3O[C@]3(C)[C@H]12	CNC(=O)O[C@@H]1OC=C(C(=O)OC/C=C(\C)CCC=C(C)C)[C@H]2C[C@@H]3O[C@]3(C)[C@H]12	C1=C[C@H]2C[C@@H]3OC3[C@@H]2CO1	holdout
CO.O=C(O)CCCCc1ccccc1	COC(=O)CCCCc1ccccc1	c1ccccc1	validation
CC(C)(C)OC(=O)NC1(C(=O)O)CCN(c2ncnc3[nH]ccc23)CC1.N[C@@H](CCO)c1ccc(Cl)cc1	CC(C)(C)OC(=O)NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1	O=C(NCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1	holdout
CC(C)O.O=C(O)c1sc(Cl)nc1C(F)(F)F	CC(C)OC(=O)c1sc(Cl)nc1C(F)(F)F	c1cscn1	validation
CO.Cc1ccc(S(=O)(=O)NCC(=O)O)cc1	COC(=O)CNS(=O)(=O)c1ccc(C)cc1	c1ccccc1	validation
