reactants	product	scaffold	split
COC(=O)c1cc2[nH]c(-c3ccc(Cl)cc3)c(C3=CCCCC3)c2s1	COC(=O)c1cc2[nH]c(-c3ccc(Cl)cc3)c(C3CCCCC3)c2s1	c1ccc(-c2[nH]c3ccsc3c2C2CCCCC2)cc1	dev
C/C=C1/C(=O)[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCC(=O)O)[C@@]2(C)CC[C@@H](O)C[C@@H]12	CC[C@H]1C(=O)[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCC(=O)O)[C@@]2(C)CC[C@@H](O)C[C@@H]12	O=C1C[C@@H]2CCCCC2[C@H]2CCC3CCC[C@H]3[C@H]12	dev
CN(C)C1(c2ccccc2)CCC(=CC(=O)NCCCc2c[nH]c3ccccc23)CC1	CN(C)C1(c2ccccc2)CCC(CC(=O)NCCCc2c[nH]c3ccccc23)CC1	O=C(CC1CCC(c2ccccc2)CC1)NCCCc1c[nH]c2ccccc12	holdout
COC(=O)C=Cc1ccc2c(-c3c(-c4cccc(C)n4)nn4c3CCC4)ccnc2c1	COC(=O)CCc1ccc2c(-c3c(-c4cccc(C)n4)nn4c3CCC4)ccnc2c1	c1ccc(-c2nn3c(c2-c2ccnc4ccccc24)CCC3)nc1	dev
CNC(=S)C1=C(O)C(COC)(COC)Oc2ccc([N+](=O)[O-])cc21	CNC(=S)C1c2cc([N+](=O)[O-])ccc2OC(COC)(COC)C1O	c1ccc2c(c1)CCCO2	validation
Cc1ccccc1C1=C(C(=O)O)CN(C(=O)OC(C)(C)C)CC1	Cc1ccccc1C1CCN(C(=O)OC(C)(C)C)CC1C(=O)O	c1ccc(C2CCNCC2)cc1	validation
C=CCN(C(=O)c1ccc(N2CCN(CCCCC3(C(=O)NCC(F)(F)F)c4ccccc4-c4ccccc43)CC2)nc1)C1CCCCC1	CCCN(C(=O)c1ccc(N2CCN(CCCCC3(C(=O)NCC(F)(F)F)c4ccccc4-c4ccccc43)CC2)nc1)C1CCCCC1	O=C(NC1CCCCC1)c1ccc(N2CCN(CCCCC3c4ccccc4-c4ccccc43)CC2)nc1	dev
O=c1c2sccc2nc(C=Cc2ccccn2)n1-c1ccccc1Cl	O=c1c2sccc2nc(CCc2ccccn2)n1-c1ccccc1Cl	O=c1c2sccc2nc(CCc2ccccn2)n1-c1ccccc1	holdout
C=CCCCC=CCOC	CCCCCC=CCOC	CCCCCC=CCOC	validation
CN1CCN(CCOc2ccc(C3=CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cn2)CC1=O	CN1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cn2)CC1=O	O=C1CN(CCOc2ccc(C3CCN(c4ccc5nncn5n4)CC3)cn2)CCN1	dev
Cc1cc(Cl)c(C(=O)C=C(Nc2ccccc2)Nc2ccccc2)c(Cl)n1	Cc1cc(Cl)c2c(=O)cc(Nc3ccccc3)n(-c3ccccc3)c2n1	O=c1cc(Nc2ccccc2)n(-c2ccccc2)c2ncccc12	dev
C(=C(c1ccc2c(c1)OCCO2)c1cc2cccnc2[nH]1)C1CCCC1	c1cnc2[nH]c(C(CC3CCCC3)c3ccc4c(c3)OCCO4)cc2c1	c1cnc2[nH]c(C(CC3CCCC3)c3ccc4c(c3)OCCO4)cc2c1	dev
COc1ccc(C(N)=C(C)C(N)=S)cc1	COc1ccc(-c2nsc(N)c2C)cc1	c1ccc(-c2ccsn2)cc1	validation
C[C@@H](O[C@H]1CN(C(=O)OC(C)(C)C)[C@@H](/C=C/C(=O)OC(C)(C)C)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	C[C@@H](O[C@H]1CN(C(=O)OC(C)(C)C)[C@@H](CCC(=O)OC(C)(C)C)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	c1ccc(CO[C@H]2CNC[C@@H]2c2ccccc2)cc1	dev
C=CCOc1ccc(C(=O)CC(=O)C(C)(C)C)cc1OC	CCCOc1ccc(C(=O)CC(=O)C(C)(C)C)cc1OC	c1ccccc1	validation
CCCCCCCCCCCCN(CCCC(=O)OCC)CCOc1ccc(/C=C/C(O)C(F)(F)F)cc1	CCCCCCCCCCCCN(CCCC(=O)OCC)CCOc1ccc(CCC(O)C(F)(F)F)cc1	c1ccccc1	validation
C=C[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C	CC[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C	O=C(CCc1c[nH]cn1)NCCC1CCCCC1	validation
CCOC(=O)/C=C/c1sc2cc(Br)ccc2c1C	CCOC(=O)CCc1sc2cc(Br)ccc2c1C	c1ccc2sccc2c1	holdout
O=C(C=Cc1cccc(O)c1)c1ccccc1	O=C(CCc1cccc(O)c1)c1ccccc1	O=C(CCc1ccccc1)c1ccccc1	dev
CCCCC/C=C(\Br)C(=O)O	CCCCCC[C@@H](Br)C(=O)O	CCCCCC[C@@H](Br)C(=O)O	validation
Cc1nc(C=Cc2nc3ccc(F)cc3c(=O)n2-c2cccnc2C)cs1	Cc1nc(CCc2nc3ccc(F)cc3c(=O)n2-c2cccnc2C)cs1	O=c1c2ccccc2nc(CCc2cscn2)n1-c1cccnc1	dev
C=C(C)c1cc(-c2ccc(OCCNC(=O)OC(C)(C)C)cc2)n(-c2ccc(OC)cc2)n1	COc1ccc(-n2nc(C(C)C)cc2-c2ccc(OCCNC(=O)OC(C)(C)C)cc2)cc1	c1ccc(-c2ccnn2-c2ccccc2)cc1	dev
Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1	Oc1ccc(C2COc3cc(O)ccc3C2)cc1	c1ccc(C2COc3ccccc3C2)cc1	validation
COC(=O)C[C@@H]1COc2cc(O[C@@H]3CCc4c(Oc5ccc(C=CCC(C)(C)O)cn5)ccc(F)c43)ccc21	COC(=O)C[C@@H]1COc2cc(O[C@@H]3CCc4c(Oc5ccc(CCCC(C)(C)O)cn5)ccc(F)c43)ccc21	c1ccc(Oc2cccc3c2CC[C@H]3Oc2ccc3c(c2)OCC3)nc1	validation
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(/C=C/CO)cc1	CCc1nc2c(C)cc(C)nc2n1Cc1ccc(CCCO)cc1	c1ccc(Cn2cnc3cccnc32)cc1	validation
CC1=C2CCC[C@H](O)[C@@]2(c2cccc(F)c2)CCC1=O	C[C@@H]1C(=O)CC[C@]2(c3cccc(F)c3)[C@@H](O)CCC[C@@H]12	O=C1CC[C@]2(c3ccccc3)CCCC[C@H]2C1	dev
C=C(C)c1snc(-c2ccc(CC)cc2)c1COc1ccc(CCC(=O)OCC)c(C)c1C	CCOC(=O)CCc1ccc(OCc2c(-c3ccc(CC)cc3)nsc2C(C)C)c(C)c1C	c1ccc(OCc2csnc2-c2ccccc2)cc1	holdout
COC(=O)C(Cc1cc(OC)cc(OC)c1)c1ccc(Oc2ccc(C=C3SC(=O)NC3=O)cc2)cc1	COC(=O)C(Cc1cc(OC)cc(OC)c1)c1ccc(Oc2ccc(CC3SC(=O)NC3=O)cc2)cc1	O=C1NC(=O)C(Cc2ccc(Oc3ccc(CCc4ccccc4)cc3)cc2)S1	dev
CC(C)(C)[SiH2]OC(C)(C)C12C=CC(C(C)(C)O[SiH2]C(C)(C)C)(CC(c3ccc(N)cc3)=C1)O2	CC(C)(C)[SiH2]OC(C)(C)C12C=C(c3ccc(N)cc3)CC(C(C)(C)O[SiH2]C(C)(C)C)(CC1)O2	C1=C(c2ccccc2)CC2CCC1O2	dev
COC(=O)/C=C/c1c2n(c(=O)c3cc(OC)ccc13)CCc1ccccc1-2	COC(=O)CCc1c2n(c(=O)c3cc(OC)ccc13)CCc1ccccc1-2	O=c1c2ccccc2cc2n1CCc1ccccc1-2	dev
COc1ccccc1C=C(C)C	COc1ccccc1CC(C)C	c1ccccc1	validation
C1=CC2(CCNC2)Oc2ccccc21	c1ccc2c(c1)CCC1(CCNC1)O2	c1ccc2c(c1)CCC1(CCNC1)O2	dev
C=CC(=O)N(c1nc(-n2c(C)ccc2C)nc(C)c1Br)N1CCCC1	Cc1nc(-n2c(C)ccc2C)nc2c1ccc(=O)n2N1CCCC1	O=c1ccc2cnc(-n3cccc3)nc2n1N1CCCC1	validation
C=C(C)c1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cc3)ccnc2n1S(=O)(=O)c1ccccc1	CC(C)c1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cc3)ccnc2n1S(=O)(=O)c1ccccc1	O=S1(=O)CCC(NS(=O)(=O)c2ccc(-c3ccnc4c3ccn4S(=O)(=O)c3ccccc3)cc2)CC1	dev
N#CC(=CCC(c1ccc(Cl)cc1)C1CC1)c1cccc(Oc2ccccc2)c1	N#CC(CCC(c1ccc(Cl)cc1)C1CC1)c1cccc(Oc2ccccc2)c1	c1ccc(Oc2cccc(CCCC(c3ccccc3)C3CC3)c2)cc1	dev
C[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C/C=C/c1ccc(-c2ccccc2)c(Cl)c1)CC(=O)OC(C)(C)C)C(C)(C)C)c1ccccc1	C[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(Cl)c1)CC(=O)OC(C)(C)C)C(C)(C)C)c1ccccc1	O=C(CCCCc1ccc(-c2ccccc2)cc1)NCC(=O)NCc1ccccc1	holdout
COCC=Cc1cc(OC)c(C[C@@H](C)NC(=O)C(F)(F)F)cc1OC	COCCCc1cc(OC)c(C[C@@H](C)NC(=O)C(F)(F)F)cc1OC	c1ccccc1	validation
CN1CCC(OC(c2cccc(C#CCCN)c2)c2nc3ccccc3[nH]2)CC1	CN1CCC(OC(c2cccc(CCCCN)c2)c2nc3ccccc3[nH]2)CC1	c1ccc(C(OC2CCNCC2)c2nc3ccccc3[nH]2)cc1	dev
C=C(C)c1ccc2c(c1Cl)CC[C@]1(C)CN(Cc3ccccc3)C[C@H]21	CC(C)c1ccc2c(c1Cl)CC[C@]1(C)CN(Cc3ccccc3)C[C@H]21	c1ccc(CN2CC3CCc4ccccc4[C@H]3C2)cc1	dev
CCOC(=O)C=C1CCN(C(=O)OCC)CC1Cc1ccccc1	CCOC(=O)CC1CCN(C(=O)OCC)CC1Cc1ccccc1	c1ccc(CC2CCCNC2)cc1	dev
CN(CCOc1ccc(C=C2SC(=O)NC2=O)cc1)C(=O)c1ccccc1	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)C(=O)c1ccccc1	O=C1NC(=O)C(Cc2ccc(OCCNC(=O)c3ccccc3)cc2)S1	dev
C=CCc1ccccc1OCC(=O)OCC	CCCc1ccccc1OCC(=O)OCC	c1ccccc1	validation
CCOC(=O)/C=C/c1c(C)nc(N)nc1N[C@H]1CC[C@@H](OCCO)CC1	Cc1nc(N)nc2c1ccc(=O)n2[C@H]1CC[C@@H](OCCO)CC1	O=c1ccc2cncnc2n1C1CCCCC1	dev
COC(=O)C/C=C/c1cccc2nc(NCc3ccc(C)o3)ccc12	COC(=O)CCCc1cccc2nc(NCc3ccc(C)o3)ccc12	c1coc(CNc2ccc3ccccc3n2)c1	dev
Cn1nc(C2=CCN(C(=O)OC(C)(C)C)CC2)ccc1=O	Cn1nc(C2CCN(C(=O)OC(C)(C)C)CC2)ccc1=O	O=c1ccc(C2CCNCC2)n[nH]1	holdout
O=C1NC(=O)C(=Cc2ccc3c(c2)CN(c2ccccn2)CCO3)S1	O=C1NC(=O)C(Cc2ccc3c(c2)CN(c2ccccn2)CCO3)S1	O=C1NC(=O)C(Cc2ccc3c(c2)CN(c2ccccn2)CCO3)S1	dev
CCOC(=O)C=Cc1ccn(-c2ccc(N3C[C@H](CNC(C)=O)OC3=O)cc2F)c1	CCOC(=O)CCc1ccn(-c2ccc(N3C[C@H](CNC(C)=O)OC3=O)cc2F)c1	O=C1OCCN1c1ccc(-n2cccc2)cc1	holdout
C=C(C)C(=O)OC	OCCc1ncc[nH]1	c1c[nH]cn1	dev
COC(=O)c1ccc(-c2cc(OC)ccc2F)c(C2=CC(C)(C)CC(C)(C)C2)c1	COC(=O)c1ccc(-c2cc(OC)ccc2F)c(C2CC(C)(C)CC(C)(C)C2)c1	c1ccc(-c2ccccc2C2CCCCC2)cc1	validation
O=C(O)C(Cl)(Cl)CCCCCCCCC=Cc1ccccc1	O=C(O)C(Cl)(Cl)CCCCCCCCCCc1ccccc1	c1ccccc1	validation
COc1ccc(C(C)(O)CN2C=C(C)c3c(nnn3-c3ccc(F)cc3)C2C)cc1	COc1ccc(C(C)(O)CN2CC(C)c3c(nnn3-c3ccc(F)cc3)C2C)cc1	c1ccc(CCN2CCc3c(nnn3-c3ccccc3)C2)cc1	validation
COc1ccc(C2=CSC(=O)[C@H](Cc3ccccc3)N2)c(OC)c1	COc1ccc([C@@H]2CSC(=O)[C@H](Cc3ccccc3)N2)c(OC)c1	O=C1SC[C@@H](c2ccccc2)N[C@H]1Cc1ccccc1	dev
COC[C@H]1CN(C(=O)OC(C)(C)C)[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C3=CCCCC3)cc21	COC[C@H]1CN(C(=O)OC(C)(C)C)[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C3CCCCC3)cc21	O=C(CN1CCNCC1)N1CCc2cnc(C3CCCCC3)cc21	validation
CCOC(=O)/C=C/C(=O)N(Cc1ccc(OC)cc1OC)c1c(Cl)cccc1C(O)c1cccc(OC)c1OC	CCOC(=O)C[C@H]1O[C@H](c2cccc(OC)c2OC)c2cccc(Cl)c2N(Cc2ccc(OC)cc2OC)C1=O	O=C1CO[C@H](c2ccccc2)c2ccccc2N1Cc1ccccc1	dev
CCN1CC=C(c2cccc(S(=O)(=O)N(C)C)c2F)CC1	CCN1CCC(c2cccc(S(=O)(=O)N(C)C)c2F)CC1	c1ccc(C2CCNCC2)cc1	validation
COC(=O)/C(=C/c1cc(-c2ccccc2)cnc1NC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1	COC(=O)C(Cc1cc(-c2ccccc2)cnc1NC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1	O=C(NCCc1cncc(-c2ccccc2)c1)OCc1ccccc1	validation
COc1ccc2c(c1C#CCN1CCN(C(=O)OC(C)(C)C)CC1)OCC2=O	COc1ccc2c(c1CCCN1CCN(C(=O)OC(C)(C)C)CC1)OCC2=O	O=C1COc2c(CCCN3CCNCC3)cccc21	validation
C[C@@H](C1CC=C(c2cccc3ncnn23)CC1)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(F)(F)C1	C[C@@H](C1CCC(c2cccc3ncnn23)CC1)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(F)(F)C1	O=C(CCC1CCC(c2cccc3ncnn23)CC1)N1CCCC1	holdout
CCCC(C)=CCCBr	CCCC(C)CCCBr	CCCC(C)CCCBr	validation
C=C(c1ccc2c(c1)sc(=O)n2COC)c1ccn[nH]1	COCn1c(=O)sc2cc(C(C)c3ccn[nH]3)ccc21	O=c1[nH]c2ccc(Cc3ccn[nH]3)cc2s1	dev
O=C1CCCCCCC=CCCCCCCC1	O=C1CCCCCCCCCCCCCCC1	O=C1CCCCCCCCCCCCCCC1	dev
O=C(O)/C=C/C(=O)c1c(-c2ccccc2)nn2ccccc12	O=C(O)CCC(=O)c1c(-c2ccccc2)nn2ccccc12	c1ccc(-c2cc3ccccn3n2)cc1	dev
NC(=O)Cc1ccccc1C#Cc1nc(Cl)ncc1Cl	NC(=O)Cc1ccccc1CCc1nc(Cl)ncc1Cl	c1ccc(CCc2ccncn2)cc1	dev
CCOC(=O)/C=C/c1cncc(Cl)c1	CCOC(=O)CCc1cncc(Cl)c1	c1ccncc1	dev
CCOC(=O)/C=C(/C)c1cc(SCc2ccccc2)ccc1Nc1cc(Cl)c(Br)cc1OC	COc1cc(Br)c(Cl)cc1-n1c(=O)cc(C)c2cc(SCc3ccccc3)ccc21	O=c1ccc2cc(SCc3ccccc3)ccc2n1-c1ccccc1	dev
C=Cc1nn(C)c2cc(N(CC(=O)NCCN(CC)C(=O)OC(C)(C)C)CC(=O)N(C)N3Cc4ccccc4C3)c(C)cc12	CCc1nn(C)c2cc(N(CC(=O)NCCN(CC)C(=O)OC(C)(C)C)CC(=O)N(C)N3Cc4ccccc4C3)c(C)cc12	O=C(CNc1ccc2cn[nH]c2c1)NN1Cc2ccccc2C1	dev
COc1ccc2c(c1)/C(=C/CNC(C)=O)CCC2	COc1ccc2c(c1)C(CCNC(C)=O)CCC2	c1ccc2c(c1)CCCC2	dev
CCCC/C(=C\c1ccc(C#N)c(F)c1)c1sc(-c2ccc(C(F)(F)F)cc2)nc1C	CCCCC(Cc1ccc(C#N)c(F)c1)c1sc(-c2ccc(C(F)(F)F)cc2)nc1C	c1ccc(CCc2cnc(-c3ccccc3)s2)cc1	validation
C=C(C)C1CCC(C)=C1CC(C)C=O	CC1=C(CC(C)C=O)C(C(C)C)CC1	C1=CCCC1	dev
COC(=O)/C=C/c1ccc(-c2cc(F)cc(F)c2)cc1	COC(=O)CCc1ccc(-c2cc(F)cc(F)c2)cc1	c1ccc(-c2ccccc2)cc1	dev
CC(C)(C)OC(=O)N1CCC/C(=C\c2ncn3c2CCc2ccccc2-3)C1=O	CC(C)(C)OC(=O)N1CCCC(Cc2ncn3c2CCc2ccccc2-3)C1=O	O=C1NCCCC1Cc1ncn2c1CCc1ccccc1-2	dev
C=C(C)C[C@@]1(c2cc(Cc3ccc(CC)cc3)c(Cl)cc2O)O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1	CCc1ccc(Cc2cc3c(cc2Cl)OC(C)(C)C[C@]32O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)cc1	c1ccc(COC[C@H]2O[C@]3(CCOc4ccc(Cc5ccccc5)cc43)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1	dev
CCOC(=O)/C=C/c1ccc(C(=O)OC)nc1N	CCOC(=O)CCc1ccc(C(=O)OC)nc1N	c1ccncc1	dev
CON(C)C(=O)c1ccc(Oc2nccnc2C2=CCSCC2)cc1	CON(C)C(=O)c1ccc(Oc2nccnc2C2CCSCC2)cc1	c1ccc(Oc2nccnc2C2CCSCC2)cc1	holdout
CCOC(=O)NC(=O)C(C#N)=CNNc1c(Cl)cc(Cl)cc1Cl	N#Cc1cn(Nc2c(Cl)cc(Cl)cc2Cl)c(=O)[nH]c1=O	O=c1ccn(Nc2ccccc2)c(=O)[nH]1	dev
COC1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CC=C(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1	COC1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCC(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1	O=C(C1CC[C@@H](NC2CCOCC2)C1)N1CCC(c2ccccc2)CC1	validation
COCc1cccc(C=CC(O)c2ccccc2)c1NC(=O)CC1c2ccccc2Oc2ccccc21	COCc1cccc(CCC(O)c2ccccc2)c1NC(=O)CC1c2ccccc2Oc2ccccc21	O=C(CC1c2ccccc2Oc2ccccc21)Nc1ccccc1CCCc1ccccc1	validation
CCOC(=O)c1c(C)nc(NC/C=C/c2ccc(C)c(O)c2)nc1C	CCOC(=O)c1c(C)nc(NCCCc2ccc(C)c(O)c2)nc1C	c1ccc(CCCNc2ncccn2)cc1	validation
C=CCCNc1cc(C(=O)NC(CC(C)CCC=C)C2CC(C)C(=O)O2)cc(OC)n1	COc1cc2cc(n1)NCCC=CCCC(C)CC(C1CC(C)C(=O)O1)NC2=O	O=C1CCC(C2CCCCC=CCCNc3cc(ccn3)C(=O)N2)O1	dev
C#CC(O)(c1ccccc1)c1cc(C)ccc1C	CCC(O)(c1ccccc1)c1cc(C)ccc1C	c1ccc(Cc2ccccc2)cc1	dev
C=CCN(c1c(C(=O)C=C)cnn1Cc1ccc(OC)cc1)[C@@H](C)COC	COC[C@H](C)N1CC=CC(=O)c2cnn(Cc3ccc(OC)cc3)c21	O=C1C=CCNc2c1cnn2Cc1ccccc1	dev
COCCc1nc2cnc3ccc(C=CC(=O)N(C)C)cc3c2n1CCCN1CCCC1=O	COCCc1nc2cnc3ccc(CCC(=O)N(C)C)cc3c2n1CCCN1CCCC1=O	O=C1CCCN1CCCn1cnc2cnc3ccccc3c21	dev
CN1c2nc(C3=CC4CNCC4C3)ccc2N(CC2CC2(F)F)S1(=O)=O	CN1c2nc(C3CC4CNCC4C3)ccc2N(CC2CC2(F)F)S1(=O)=O	O=S1(=O)Nc2nc(C3CC4CNCC4C3)ccc2N1CC1CC1	validation
COc1cccc(C=C2NC(=O)CN(C(C)=O)C2=O)c1OC	COc1cccc(CC2NC(=O)CN(C(C)=O)C2=O)c1OC	O=C1CNC(=O)C(Cc2ccccc2)N1	dev
CCOC(=O)C(=Cc1cccc(OCCc2ccc(OS(C)(=O)=O)cc2)c1)OCC	CCOC(=O)C(Cc1cccc(OCCc2ccc(OS(C)(=O)=O)cc2)c1)OCC	c1ccc(CCOc2ccccc2)cc1	holdout
CCOC(=O)/C=C/c1cn(Cc2ccccc2)nc1C(C)C	CCOC(=O)CCc1cn(Cc2ccccc2)nc1C(C)C	c1ccc(Cn2cccn2)cc1	holdout
CC(C)(C)OC(=O)N1CCC(=Cc2cccc(OCc3ccccc3)c2)CC1	O=C(O)C(F)(F)F	O=C(O)C(F)(F)F	dev
N#CC=C1c2ccccc2-c2ccccc21	N#CCC1c2ccccc2-c2ccccc21	c1ccc2c(c1)Cc1ccccc1-2	validation
CCOC(=O)/C=C/c1ccc(OCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)cc1Oc1ncc(C(F)(F)F)cc1Cl	CCOC(=O)CCc1ccc(OCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)cc1Oc1ncc(C(F)(F)F)cc1Cl	c1ccc([SiH](OCCOc2cccc(Oc3ccccn3)c2)c2ccccc2)cc1	dev
COC(=O)/C=C/c1cc(C(c2cc(F)ccc2F)S(=O)(=O)c2ccc(Cl)cc2)c(F)cn1	COC(=O)CCc1cc(C(c2cc(F)ccc2F)S(=O)(=O)c2ccc(Cl)cc2)c(F)cn1	O=S(=O)(c1ccccc1)C(c1ccccc1)c1ccncc1	holdout
C[C@H]1COC(=O)[C@H](C)CC=CCCC(=O)N1	C[C@H]1COC(=O)[C@H](C)CCCCCC(=O)N1	O=C1CCCCCCC(=O)OCCN1	holdout
COc1cc(/C=C(\CCCCl)C(=O)OC(C)(C)C)ccc1-n1cnc(C)c1	O=C(O)C(F)(F)F	O=C(O)C(F)(F)F	dev
CCOC(=O)c1cnn(-c2cccc(-c3cc(C)ccc3OCc3ccc(C4=CCN(C(=O)OC(C)(C)C)CC4)cc3)n2)c1C(F)(F)F	CCOC(=O)c1cnn(-c2cccc(-c3cc(C)ccc3OCc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)n2)c1C(F)(F)F	c1cc(-c2ccccc2OCc2ccc(C3CCNCC3)cc2)nc(-n2cccn2)c1	dev
CN(CC1=C(C#N)C(c2cccc3nonc23)c2c[nH]nc2N1)C(=O)OC(C)(C)C	O=C(O)C(F)(F)F	O=C(O)C(F)(F)F	dev
O=S1(=O)C=Cc2ccccc21	O=S1(=O)CCc2ccccc21	O=S1(=O)CCc2ccccc21	dev
CCCCOC(=O)/C=C/c1cc(CO[Si](C)(C)C(C)(C)C)cc(OC)n1	CCCCOC(=O)CCc1cc(CO[Si](C)(C)C(C)(C)C)cc(OC)n1	c1ccncc1	dev
COC(=O)c1cc(O)c2cc(C#Cc3ccccc3)cc(OC)c2n1	COC(=O)c1cc(O)c2cc(CCc3ccccc3)cc(OC)c2n1	c1ccc(CCc2ccc3ncccc3c2)cc1	holdout
CCOC(=O)C=C1CC[C@H](c2ccc(N)cc2)C1	CCOC(=O)CC1CC[C@H](c2ccc(N)cc2)C1	c1ccc(C2CCCC2)cc1	validation
CCOC(=O)C=C1CCCc2cc(OC)ccc21	CCOC(=O)CC1CCCc2cc(OC)ccc21	c1ccc2c(c1)CCCC2	dev
CC(C)C=Cc1c(C(C)C)nc(NC(C)C)c2n[nH]c(=O)n12	CC(C)CCc1c(C(C)C)nc(NC(C)C)c2n[nH]c(=O)n12	O=c1[nH]nc2cnccn12	validation
COc1ccc2c(c1OC)CC(c1ccccc1)C=C2C#N	COc1ccc2c(c1OC)CC(c1ccccc1)CC2C#N	c1ccc(C2CCc3ccccc3C2)cc1	dev
COc1ccc(C#Cc2cnc3c(N)nc4cc(C)ccc4c3c2)c(C)c1	COc1ccc(CCc2cnc3c(N)nc4cc(C)ccc4c3c2)c(C)c1	c1ccc(CCc2cnc3cnc4ccccc4c3c2)cc1	holdout
CCOC(=O)N1CCc2ccc(NC(=O)C=C(C)C)cc2CC1	CCOC(=O)N1CCc2cc3c(cc2CC1)C(C)(C)CC(=O)N3	O=C1CCc2cc3c(cc2N1)CCNCC3	dev
Cc1cc(C=Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O	Cc1cc(CCc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O	c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1	dev
O=C([C@@H]1CCC=C[C@H]1c1ccccc1)N1CC(CN2CCC(c3ccccc3)CC2)C(c2ccccc2)C1	O=C([C@@H]1CCCC[C@H]1c1ccccc1)N1CC(CN2CCC(c3ccccc3)CC2)C(c2ccccc2)C1	O=C([C@@H]1CCCC[C@H]1c1ccccc1)N1CC(CN2CCC(c3ccccc3)CC2)C(c2ccccc2)C1	holdout
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1C=CC(O)C1	Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1	c1ccc(Oc2ccc(-c3cn(C4CCCC4)c4ncncc34)cc2)cc1	dev
COc1cccc(C=CCC(=O)O)c1OC	COc1cccc(CCCC(=O)O)c1OC	c1ccccc1	validation
O=C(NCc1ccc(Cl)cc1)C(=CNCCN1CCOCC1)C(=O)c1cc(CN2CCOCC2)sc1Cl	O=C(NCc1ccc(Cl)cc1)c1cn(CCN2CCOCC2)c2sc(CN3CCOCC3)cc2c1=O	O=C(NCc1ccccc1)c1cn(CCN2CCOCC2)c2sc(CN3CCOCC3)cc2c1=O	holdout
CCOC(=O)C1=C(NCCC(C)C)CCC1	CCOC(=O)[C@@H]1CCC[C@H]1NCCC(C)C	C1CCCC1	validation
CCNC(=O)OC[C@H]1CCc2c(sc(NC(=O)/C=C/c3cccnc3)c2C#N)C1	CCNC(=O)OC[C@H]1CCc2c(sc(NC(=O)CCc3cccnc3)c2C#N)C1	O=C(CCc1cccnc1)Nc1cc2c(s1)CCCC2	dev
CS(=O)(=O)Nc1cc(-c2ccc3nccc(C4=CCOCC4)c3c2)cnc1Cl	CS(=O)(=O)Nc1cc(-c2ccc3nccc(C4CCOCC4)c3c2)cnc1Cl	c1cncc(-c2ccc3nccc(C4CCOCC4)c3c2)c1	validation
Fc1ccc(C2=CCNCC2)cc1Cl	Fc1ccc(C2CCNCC2)cc1Cl	c1ccc(C2CCNCC2)cc1	validation
