row_index	kind	split	category	ambiguous_site	reactants	product	detail
644	hydrogenation	holdout	representation_or_normalization_failure	false	CN1C(=O)CC[C@]2(C)c3ccc(C=Cc4ccccc4)cc3CC[C@@H]12	CN1C(=O)CC[C@]2(C)c3ccc(CCc4ccccc4)cc3CC[C@@H]12	reactant 'CN1C(=O)CC[C@]2(C)c3ccc(C=Cc4ccccc4)cc3CC[C@@H]12' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
645	hydrogenation	dev	validity_or_conservation_failure	false	Cc1nn(C)cc1-c1cc2ncnc(C3=CCNCC3)c2s1	Cc1nn(C)cc1-c1cc2ncnc(C3CCNCC3)c2s1	atom 21 has element S outside the allowed set ["H", "C", "N", "O", "F"]
646	hydrogenation	dev	resource_bounded_uncertainty	false	COC(=O)c1ccc(OCCc2c(C=CC(=O)O)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1	COC(=O)c1ccc(OCCc2c(CCC(=O)O)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1	hydrogenation: unable to verify
647	hydrogenation	dev	representation_or_normalization_failure	false	CC(=O)O[C@H]1CC[C@@]2(C)C(=CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1	CC(=O)O[C@H]1CC[C@@]2(C)C(CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1	reactant 'CC(=O)O[C@H]1CC[C@@]2(C)C(=CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
648	hydrogenation	validation	representation_or_normalization_failure	false	O=C(O)CC/C=C/c1cccc(Br)c1	O=C(O)CCCCc1cccc(Br)c1	reactant 'O=C(O)CC/C=C/c1cccc(Br)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
649	hydrogenation	holdout	certified_exact_transformation	false	COC(=O)C(=Cc1ccc(OCCOc2ccc3ncccc3c2)cc1)C(=O)OC	COC(=O)C(Cc1ccc(OCCOc2ccc3ncccc3c2)cc1)C(=O)OC	certified
650	hydrogenation	validation	structurally_shaped_wrong_transformation	false	CC(C)C(O)C#Cc1cccc(OCCN)c1	CC(C)C(O)CCc1cccc(OCCN)c1	computed=C14H21NO2 (via hydrogenation) declared=C14H23NO2 -- tried: hydrogenation
651	hydrogenation	dev	certified_exact_transformation	false	Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1cccc(F)c1F)=CCC3	Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1cccc(F)c1F)CCC3	certified
652	hydrogenation	dev	structurally_shaped_wrong_transformation	false	COc1ccc(-c2ccccc2)cc1C#Cc1ccccc1	COc1ccc(-c2ccccc2)cc1CCc1ccccc1	computed=C21H18O (via hydrogenation) declared=C21H20O -- tried: hydrogenation
653	hydrogenation	holdout	certified_exact_transformation	false	Cc1ccc2c(OCCN3CCC(=Cc4cccc(C#N)c4)CC3)cccc2n1	Cc1ccc2c(OCCN3CCC(Cc4cccc(C#N)c4)CC3)cccc2n1	certified
654	hydrogenation	holdout	certified_exact_transformation	false	C=C(CCO)c1ccc2ncccc2c1	CC(CCO)c1ccc2ncccc2c1	certified
655	hydrogenation	dev	certified_exact_transformation	false	O=C(Nc1cccnc1)c1cnc(OCC(F)(F)F)c(C2=CCCCC2)c1	O=C(Nc1cccnc1)c1cnc(OCC(F)(F)F)c(C2CCCCC2)c1	certified
656	hydrogenation	holdout	certified_exact_transformation	false	NC(=CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	certified
657	hydrogenation	validation	structurally_shaped_wrong_transformation	false	Nc1ncnc2c1c(C#CCO)nn2Cc1oc2ccccc2c(=O)c1-c1ccccc1	Nc1ncnc2c1c(CCCO)nn2Cc1oc2ccccc2c(=O)c1-c1ccccc1	computed=C24H19N5O3 (via hydrogenation) declared=C24H21N5O3 -- tried: hydrogenation
658	hydrogenation	dev	structurally_shaped_wrong_transformation	false	OCCCC#Cc1ccccn1	OCCCCCc1ccccn1	computed=C10H13NO (via hydrogenation) declared=C10H15NO -- tried: hydrogenation
659	hydrogenation	dev	structurally_shaped_wrong_transformation	true	C=CCC1(CC=C)c2c(ccc(OC)c2OC)C=C2c3cc4c(cc3CCN21)OCO4	C=CCC1(CC=C)c2c(ccc(OC)c2OC)CC2c3cc4c(cc3CCN21)OCO4	computed=C26H29NO4 (via hydrogenation) declared=C26H29NO4 -- tried: hydrogenation
660	hydrogenation	validation	structurally_shaped_wrong_transformation	false	CS(=O)(=O)OCCC#Cc1ccc2c(-c3ccc(Cl)cc3)nsc2c1	CS(=O)(=O)OCCCCc1ccc2c(-c3ccc(Cl)cc3)nsc2c1	computed=C18H16ClNO3S2 (via hydrogenation) declared=C18H18ClNO3S2 -- tried: hydrogenation
661	hydrogenation	dev	structurally_shaped_wrong_transformation	false	COC(=O)c1ccc(C#Cc2cncc(C3CCCN3C)c2)cc1	COC(=O)c1ccc(CCc2cncc(C3CCCN3C)c2)cc1	computed=C20H22N2O2 (via hydrogenation) declared=C20H24N2O2 -- tried: hydrogenation
662	hydrogenation	validation	certified_exact_transformation	false	C=C(C)c1cccc(C#N)c1	CC(C)c1cccc(C#N)c1	certified
663	hydrogenation	validation	validity_or_conservation_failure	false	C=Cc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1	CCc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1	atom 6 has element S outside the allowed set ["H", "C", "N", "O", "F"]
664	hydrogenation	dev	representation_or_normalization_failure	false	C=C(C)C[C@@H](C(=O)OC)[C@H](O)CCC	CCC[C@@H](O)[C@@H](CC(C)C)C(=O)OC	reactant 'C=C(C)C[C@@H](C(=O)OC)[C@H](O)CCC' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
665	hydrogenation	dev	certified_exact_transformation	false	C=Cc1ccc(-c2cc(NC(=O)C3Cc4ccccc4C3)n[nH]2)cc1	CCc1ccc(-c2cc(NC(=O)C3Cc4ccccc4C3)n[nH]2)cc1	certified
666	hydrogenation	dev	representation_or_normalization_failure	false	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43CO)[C@@H]1CCC2=O	CC(=O)O	reactant 'C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43CO)[C@@H]1CCC2=O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
667	hydrogenation	validation	representation_or_normalization_failure	false	CCCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1/C=C/C(=O)OCC	CCCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1CCC(=O)OCC	reactant 'CCCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1/C=C/C(=O)OCC' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
668	hydrogenation	validation	validity_or_conservation_failure	false	COC(=O)C=Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1C(F)(F)F	COC(=O)CCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1C(F)(F)F	atom 10 has element B outside the allowed set ["H", "C", "N", "O", "F"]
669	hydrogenation	validation	representation_or_normalization_failure	false	CCOC(=O)/C=C/c1ccc(C#N)c(F)c1	CCOC(=O)CCc1ccc(C#N)c(F)c1	reactant 'CCOC(=O)/C=C/c1ccc(C#N)c(F)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
670	hydrogenation	validation	representation_or_normalization_failure	false	CO/C(=C\c1ccc2c(ccn2Cc2nc(-c3ccccc3)oc2C)c1)C(=O)O	COC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3)oc2C)c1)C(=O)O	reactant 'CO/C(=C\c1ccc2c(ccn2Cc2nc(-c3ccccc3)oc2C)c1)C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
671	hydrogenation	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1CC=CC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1	CC(C)(C)OC(=O)N1CCCC[C@@H]1c1nc2cc(Br)sc2c(=O)[nH]1	reactant 'CC(C)(C)OC(=O)N1CC=CC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
672	hydrogenation	holdout	representation_or_normalization_failure	false	Cn1ncc(NC(=O)c2nc(C3=CCCC3)sc2N)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1	Cn1ncc(NC(=O)c2nc(C3CCCC3)sc2N)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1	reactant 'Cn1ncc(NC(=O)c2nc(C3=CCCC3)sc2N)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
673	hydrogenation	dev	representation_or_normalization_failure	false	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5C=CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1	reactant 'COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5C=CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
674	hydrogenation	validation	representation_or_normalization_failure	false	COC(=O)[C@@H]1Cc2ccc(C3=C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)OC(C)(C)C)C3)cc2CN1C(=O)OC(C)(C)C	COC(=O)[C@@H]1Cc2ccc([C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)OC(C)(C)C)C3)cc2CN1C(=O)OC(C)(C)C	reactant 'COC(=O)[C@@H]1Cc2ccc(C3=C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)OC(C)(C)C)C3)cc2CN1C(=O)OC(C)(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
675	hydrogenation	validation	certified_exact_transformation	false	CC(C)(C)OC(=O)N1CC=C(c2nccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)CC1	CC(C)(C)OC(=O)N1CCC(c2nccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)CC1	certified
676	hydrogenation	holdout	certified_exact_transformation	false	CCCn1c(=O)c2[nH]c(C34CCC(C=CC(=O)O)(CC3)CC4)nc2n(CCC)c1=O	CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O	certified
677	hydrogenation	validation	certified_exact_transformation	false	CC(C)(C)OC(=O)N1C=CC2(CC1)c1ccccc1C(=O)N2Cc1ccccc1	CC(C)(C)OC(=O)N1CCC2(CC1)c1ccccc1C(=O)N2Cc1ccccc1	certified
678	hydrogenation	dev	representation_or_normalization_failure	false	CCCCCCCC/C=C\[C@H]1C=CC(=O)O1	CCCCCCCC/C=C\[C@H]1CCC(=O)O1	reactant 'CCCCCCCC/C=C\[C@H]1C=CC(=O)O1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
679	hydrogenation	validation	representation_or_normalization_failure	false	COc1ccccc1/C=C/c1ccc(C(=O)OC(C)(C)C)c(Nc2ccc(F)cc2)c1	COc1ccccc1CCc1ccc(C(=O)OC(C)(C)C)c(Nc2ccc(F)cc2)c1	reactant 'COc1ccccc1/C=C/c1ccc(C(=O)OC(C)(C)C)c(Nc2ccc(F)cc2)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
680	hydrogenation	validation	certified_exact_transformation	false	CCCC1CCC(C2CCC(C=Cc3ccc(OCC)c(F)c3C(F)(F)F)CC2)CC1	CCCC1CCC(C2CCC(CCc3ccc(OCC)c(F)c3C(F)(F)F)CC2)CC1	certified
681	hydrogenation	dev	representation_or_normalization_failure	false	O=C1CCC2=C(Cc3ccccc32)N1	O=C1CC[C@@H]2c3ccccc3C[C@@H]2N1	declared product 'O=C1CC[C@@H]2c3ccccc3C[C@@H]2N1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
682	hydrogenation	validation	representation_or_normalization_failure	false	COC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCC=Cc1nc3ccc(OC)cc3nc1O2	COC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2	reactant 'COC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCC=Cc1nc3ccc(OC)cc3nc1O2' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
683	hydrogenation	holdout	validity_or_conservation_failure	false	CCC(=COCCBr)C(=O)OC	CCC(COCCBr)C(=O)OC	atom 7 has element Br outside the allowed set ["H", "C", "N", "O", "F"]
684	hydrogenation	validation	validity_or_conservation_failure	false	COC(=O)C=Cc1cc(Cl)ccc1C(=O)O	COC(=O)CCc1cc(Cl)ccc1C(=O)O	atom 9 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
685	hydrogenation	holdout	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1CC=CC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1	CC(C)(C)OC(=O)N1CCCC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1	reactant 'CC(C)(C)OC(=O)N1CC=CC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
686	hydrogenation	dev	representation_or_normalization_failure	false	CCOC(=O)C1C(c2ccccc2)=CC(=O)N1[C@@H](C)c1ccc(OC)cc1	CCOC(=O)[C@H]1[C@@H](c2ccccc2)CC(=O)N1[C@@H](C)c1ccc(OC)cc1	reactant 'CCOC(=O)C1C(c2ccccc2)=CC(=O)N1[C@@H](C)c1ccc(OC)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
687	hydrogenation	dev	structurally_shaped_wrong_transformation	true	C=CCOc1c(C=C)cc(CO)nc1Cl	OCc1cc2c(c(Cl)n1)OCC=C2	computed=C11H14ClNO2 (via hydrogenation) declared=C9H8ClNO2 -- tried: hydrogenation
688	hydrogenation	dev	structurally_shaped_wrong_transformation	true	C=CCCCC(O[Si](C)(C)C(C)(C)C)c1ccc(N(C)C)cc1C=C	CN(C)c1ccc2c(c1)C=CCCCC2O[Si](C)(C)C(C)(C)C	computed=C22H39NOSi (via hydrogenation) declared=C20H33NOSi -- tried: hydrogenation
689	hydrogenation	dev	structurally_shaped_wrong_transformation	false	CCOC(=O)C(=CNC1CC1)C(=O)c1c(C)c(F)c(F)c(Cl)c1F	CCOC(=O)c1cn(C2CC2)c2c(Cl)c(F)c(F)c(C)c2c1=O	computed=C16H17ClF3NO3 (via hydrogenation) declared=C16H14ClF2NO3 -- tried: hydrogenation
690	hydrogenation	validation	structurally_shaped_wrong_transformation	false	OCC#Cc1ccc(C(F)(F)F)cc1Cl	OCCCc1ccc(C(F)(F)F)cc1Cl	computed=C10H8ClF3O (via hydrogenation) declared=C10H10ClF3O -- tried: hydrogenation
691	hydrogenation	dev	certified_exact_transformation	false	C(=Cc1ccco1)c1ccncc1	c1coc(CCc2ccncc2)c1	certified
692	hydrogenation	dev	certified_exact_transformation	false	CCCCCc1ccc(-c2ccc(C=Cc3ccc(OCC)cc3)cc2)cc1	CCCCCc1ccc(-c2ccc(CCc3ccc(OCC)cc3)cc2)cc1	certified
693	hydrogenation	holdout	certified_exact_transformation	false	CCOC(=O)C(=CC(C)(C)C)C(=O)OCC	CCOC(=O)C(CC(C)(C)C)C(=O)OCC	certified
694	hydrogenation	validation	representation_or_normalization_failure	false	C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CCCCOC(=O)C(C)(C)C	Cc1c(Cl)c(O)c(CCC(C)CCCCOC(=O)C(C)(C)C)c(O)c1C=O	reactant 'C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CCCCOC(=O)C(C)(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
695	hydrogenation	validation	structurally_shaped_wrong_transformation	false	CC(C)(C)ON=c1cc(-c2cc3ccccc3cn2)oc2cc(C#Cc3ccccc3)ccc12	CC(C)(C)ON=c1cc(-c2cc3ccccc3cn2)oc2cc(CCc3ccccc3)ccc12	computed=C30H26N2O2 (via hydrogenation) declared=C30H28N2O2 -- tried: hydrogenation
696	hydrogenation	validation	validity_or_conservation_failure	false	C=Cc1cc(Cl)cc(N)c1C(=O)OC	CCc1cc(Cl)cc(N)c1C(=O)OC	atom 5 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
697	hydrogenation	dev	representation_or_normalization_failure	false	CCCCCC1CC=C(c2ccc(S(F)(F)(F)(F)F)cc2)CC1	CCCCC[C@H]1CC[C@H](c2ccc(S(F)(F)(F)(F)F)cc2)CC1	declared product 'CCCCC[C@H]1CC[C@H](c2ccc(S(F)(F)(F)(F)F)cc2)CC1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
698	hydrogenation	validation	structurally_shaped_wrong_transformation	false	CCC(C)(C)C(=O)C(=O)C1CCCNN1C(=O)CCCC#Cc1cccnc1	CCC(C)(C)C(=O)C(=O)C1CCCNN1C(=O)CCCCCc1cccnc1	computed=C22H31N3O3 (via hydrogenation) declared=C22H33N3O3 -- tried: hydrogenation
699	hydrogenation	validation	certified_exact_transformation	false	CC(C)(C)OC(=O)N1CC=C(c2ccccc2C#N)CC1	CC(C)(C)OC(=O)N1CCC(c2ccccc2C#N)CC1	certified
700	hydrogenation	validation	representation_or_normalization_failure	false	C=C(C)c1cnc2[nH]cc(C(=O)N[C@@H](C)C(C)(C)O)c2n1	CC(C)c1cnc2[nH]cc(C(=O)N[C@@H](C)C(C)(C)O)c2n1	reactant 'C=C(C)c1cnc2[nH]cc(C(=O)N[C@@H](C)C(C)(C)O)c2n1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
701	hydrogenation	dev	structurally_shaped_wrong_transformation	false	CC(C)(C)OC(=O)NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1	O=C(O)C(F)(F)F	computed=C30H33FN2O4 (via hydrogenation) declared=C2HF3O2 -- tried: hydrogenation
702	hydrogenation	validation	representation_or_normalization_failure	false	Cc1ccc(S(=O)(=O)OC[C@H]2C=Cc3ccc(F)c(-c4ccccc4Cl)c3O2)cc1	Cc1ccc(S(=O)(=O)OC[C@H]2CCc3ccc(F)c(-c4ccccc4Cl)c3O2)cc1	reactant 'Cc1ccc(S(=O)(=O)OC[C@H]2C=Cc3ccc(F)c(-c4ccccc4Cl)c3O2)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
703	hydrogenation	dev	representation_or_normalization_failure	false	COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1	COc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1	declared product 'COc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
704	hydrogenation	holdout	validity_or_conservation_failure	false	CCCCC(=CC(=O)OCC)c1sc2cc(F)ccc2c1C	CCCCC(CC(=O)OCC)c1sc2cc(F)ccc2c1C	atom 12 has element S outside the allowed set ["H", "C", "N", "O", "F"]
705	hydrogenation	holdout	certified_exact_transformation	false	CCOC(=O)C=C(c1ccccc1)c1cc2[nH]ccc2cc1OC	CCOC(=O)CC(c1ccccc1)c1cc2[nH]ccc2cc1OC	certified
706	hydrogenation	validation	validity_or_conservation_failure	false	Cc1csc2ccc(C3=CCNC(C)C3)cc12	Cc1csc2ccc(C3CCNC(C)C3)cc12	atom 3 has element S outside the allowed set ["H", "C", "N", "O", "F"]
707	hydrogenation	validation	certified_exact_transformation	false	C1=COC(c2cccnc2Oc2ccc(Nc3ccccn3)cc2)C1	c1ccc(Nc2ccc(Oc3ncccc3C3CCCO3)cc2)nc1	certified
708	hydrogenation	dev	certified_exact_transformation	false	O=C(O)C1=C(c2ccccc2)CCCC1	O=C(O)C1CCCCC1c1ccccc1	certified
709	hydrogenation	holdout	validity_or_conservation_failure	false	CS(=O)(=O)c1ccc(C2=CCOCC2)c(C(=O)O)c1	CS(=O)(=O)c1ccc(C2CCOCC2)c(C(=O)O)c1	atom 1 has element S outside the allowed set ["H", "C", "N", "O", "F"]
710	hydrogenation	validation	representation_or_normalization_failure	false	C/C(=C\c1ccc(C(C)(C)C)cc1)CO	C[C@@H](CO)Cc1ccc(C(C)(C)C)cc1	reactant 'C/C(=C\c1ccc(C(C)(C)C)cc1)CO' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
711	hydrogenation	holdout	certified_exact_transformation	false	CCCn1c(=O)c2[nH]c(C3CC4C=CC(C3)O4)nc2n(CCC)c1=O	CCCn1c(=O)c2[nH]c(C3CC4CCC(C3)O4)nc2n(CCC)c1=O	certified
712	hydrogenation	dev	representation_or_normalization_failure	false	C=C[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)OC(C)(C)C)C(=O)N12	O=C(O)C(F)(F)F	reactant 'C=C[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)OC(C)(C)C)C(=O)N12' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
713	hydrogenation	dev	structurally_shaped_wrong_transformation	false	C#CCN(Cc1ccccc1N=[N+]=[N-])C(=O)OC(C)(C)C	CC(C)(C)OC(=O)N1Cc2ccccc2-n2nncc2C1	computed=C15H20N4O2 (via hydrogenation) declared=C15H18N4O2 -- tried: hydrogenation
714	hydrogenation	dev	representation_or_normalization_failure	false	O=C1CCCc2cc3c(cnn3-c3ccc(F)cc3)cc2/C1=C\c1ccccn1	O=C1CCCc2cc3c(cnn3-c3ccc(F)cc3)cc2C1Cc1ccccn1	reactant 'O=C1CCCc2cc3c(cnn3-c3ccc(F)cc3)cc2/C1=C\c1ccccn1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
715	hydrogenation	holdout	representation_or_normalization_failure	false	CC(=O)C=Cc1ccc2[nH]cc(C[C@H]3CCCN3CCC(=O)N(C)C)c2c1	CC(=O)CCc1ccc2[nH]cc(C[C@H]3CCCN3CCC(=O)N(C)C)c2c1	reactant 'CC(=O)C=Cc1ccc2[nH]cc(C[C@H]3CCCN3CCC(=O)N(C)C)c2c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
716	hydrogenation	dev	validity_or_conservation_failure	false	CCCC=Cc1cnc(Nc2nc(C)cs2)c(OCc2ccccc2)c1	CCCCCc1cnc(Nc2nc(C)cs2)c(OCc2ccccc2)c1	atom 15 has element S outside the allowed set ["H", "C", "N", "O", "F"]
717	hydrogenation	holdout	structurally_shaped_wrong_transformation	false	COC(=O)c1cnc(C#Cc2ccccn2)c(-c2ccc(Cl)cc2)c1	COC(=O)c1cnc(CCc2ccccn2)c(-c2ccc(Cl)cc2)c1	computed=C20H15ClN2O2 (via hydrogenation) declared=C20H17ClN2O2 -- tried: hydrogenation
718	hydrogenation	holdout	certified_exact_transformation	false	NC(=CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	certified
719	hydrogenation	validation	certified_exact_transformation	false	CC(C)(C)OC(=O)C=Cc1ccc2nc3ccccc3c(N)c2c1	CC(C)(C)OC(=O)CCc1ccc2nc3ccccc3c(N)c2c1	certified
720	hydrogenation	dev	validity_or_conservation_failure	false	CNC(=S)C1=C(O)C2(CCOCC2)Oc2ccc([N+](=O)[O-])cc21	CNC(=S)C1c2cc([N+](=O)[O-])ccc2OC2(CCOCC2)C1O	atom 3 has element S outside the allowed set ["H", "C", "N", "O", "F"]
721	hydrogenation	validation	representation_or_normalization_failure	false	Cc1cc(F)ccc1/C=C/C(=O)O	Cc1cc(F)ccc1CCC(=O)O	reactant 'Cc1cc(F)ccc1/C=C/C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
722	hydrogenation	validation	structurally_shaped_wrong_transformation	false	C#Cc1c(CC(=O)OC)cc2ccc(F)cc2c1OC(C)=O	CCc1c(CC(=O)OC)cc2ccc(F)cc2c1OC(C)=O	computed=C17H15FO4 (via hydrogenation) declared=C17H17FO4 -- tried: hydrogenation
723	hydrogenation	dev	representation_or_normalization_failure	false	CC(=O)/C=C/c1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1	CC(=O)CCc1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1	reactant 'CC(=O)/C=C/c1cc(F)c2ncc(C(=O)NCc3ccc(Cl)cc3)c(O)c2c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
724	hydrogenation	dev	representation_or_normalization_failure	false	CCOC(=O)/C=C/c1ccc(OCC)nc1Oc1ccc(Cl)cc1Cl	CCOC(=O)CCc1ccc(OCC)nc1Oc1ccc(Cl)cc1Cl	reactant 'CCOC(=O)/C=C/c1ccc(OCC)nc1Oc1ccc(Cl)cc1Cl' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
725	hydrogenation	holdout	certified_exact_transformation	false	CCOC(=O)C(C)=Cc1ccc(-n2nc(C(C)(C)C)cc2N)cc1	CCOC(=O)C(C)Cc1ccc(-n2nc(C(C)(C)C)cc2N)cc1	certified
726	hydrogenation	holdout	representation_or_normalization_failure	false	COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(O)c2)c(OC)c1	COc1cc(OC)c(CCS(=O)(=O)Cc2ccc(OC)c(O)c2)c(OC)c1	reactant 'COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(O)c2)c(OC)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
